"Error: This error will block the book from publishing. The error needs to be fixed in order to publish."
"Notice: This issue will not block the book from publishing and can be safely ignored as there will be no impact."
"Type","Description","Source File","Line Number","Text Preceding Warning or Error","Recommended Fix"
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063219 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063275 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063301 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063312 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063434 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063445 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063498 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063509 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063535 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063567 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063656 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063667 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063699 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063710 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063721 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063753 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063800 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063811 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0063951 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064028 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064039 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064050 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064061 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064159 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064170 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064202 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064234 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064281 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064391 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064402 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064680 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064691 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064702 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064749 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064775 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064786 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064869 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064880 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064891 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064902 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064934 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064966 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0064977 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065081 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065128 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065139 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065150 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065218 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065229 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065282 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065293 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065346 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065357 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065368 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065394 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065426 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065500 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065532 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065564 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065617 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065628 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065639 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065671 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065724 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065756 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065767 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065778 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065789 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065923 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0065934 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066059 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066337 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066378 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066512 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066523 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066534 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066668 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066679 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066705 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066752 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066928 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066960 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0066971 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067033 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067215 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067226 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067258 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067356 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067388 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067456 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067488 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067571 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067582 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067635 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0067796 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
